experiment_id,image,click,movement
4509,/lp_book_no/1_colour.jpeg,"(172,114)","[(185,118), (185,118), (185,117), (185,117), (185,115), (185,115), (186,114), (187,112), (188,110), (189,107), (189,103), (190,99), (190,95), (191,91), (191,85), (191,81), (191,76), (191,69), (188,58), (186,51), (184,44), (181,38), (178,31), (175,25), (171,19), (167,14), (163,11), (159,7), (155,5), (150,2), (147,0), (145,0), (118,0), (118,0), (117,1), (117,1), (114,3), (114,3), (112,5), (110,8), (107,13), (106,17), (106,20), (105,23), (105,28), (105,31), (105,36), (105,39), (106,41), (108,48), (109,49), (111,52), (112,55), (114,58), (115,60), (117,62), (119,65), (120,66), (122,68), (124,70), (125,72), (127,73), (128,75), (130,76), (134,79), (136,81), (138,82), (142,83), (143,84), (145,85), (147,86), (149,87), (151,88), (153,89), (154,90), (155,91), (157,91), (158,92), (159,93), (160,93), (161,94), (162,95), (163,95), (164,96), (164,97), (165,97), (166,98), (166,98), (168,100), (168,101), (169,101), (169,102), (170,103), (170,104), (171,105), (171,106), (171,107), (172,107), (172,108), (172,108), (172,108), (172,109), (172,109), (172,109), (172,110), (172,110), (172,111), (172,111), (172,111), (172,111), (172,112), (172,112), (172,112), (172,112), (172,112), (172,113), (172,113), (172,113), (172,113), (172,113), (172,113), (172,113), (172,114), (172,114), (172,114), (172,114), (172,114), (172,114), (172,114), (172,114), (172,114), (172,114)]"
4510,/head_gear_no/1_colour.jpeg,"(157,129)","[(172,114), (172,114), (171,114), (171,114), (170,114), (170,114), (169,114), (168,114), (167,114), (166,114), (165,113), (164,113), (162,113), (161,113), (160,113), (158,113), (157,113), (156,113), (154,113), (153,113), (152,113), (151,113), (150,113), (149,113), (148,112), (146,112), (146,112), (145,112), (145,112), (144,112), (144,112), (143,112), (143,112), (142,112), (142,112), (142,112), (141,112), (141,112), (141,112), (141,112), (141,112), (140,112), (140,112), (140,112), (140,112), (140,112), (140,112), (141,112), (141,112), (141,112), (141,112), (141,112), (141,112), (141,112), (141,112), (141,112), (141,112), (142,113), (142,113), (142,113), (142,114), (142,114), (143,115), (143,115), (143,116), (144,117), (144,117), (144,117), (144,118), (144,118), (145,118), (145,118), (145,119), (145,119), (145,120), (146,120), (146,120), (146,121), (146,121), (146,122), (147,122), (147,123), (147,123), (148,124), (148,124), (148,125), (148,125), (148,125), (149,126), (149,126), (149,126), (149,127), (150,127), (150,127), (150,128), (150,128), (151,128), (151,128), (151,128), (151,129), (152,129), (152,129), (152,129), (152,130), (153,130), (153,130), (153,130), (153,130), (154,130), (154,130), (154,131), (154,131), (154,131), (154,131), (154,131), (154,131), (155,131), (155,131), (155,131), (155,131), (155,132), (156,132), (156,132), (157,133), (157,133), (158,133), (158,133), (158,134), (159,134), (159,134), (160,135), (160,135), (161,135), (162,135), (162,136), (162,136), (163,136), (164,137), (164,137), (165,138), (166,138), (167,138), (168,139), (168,139), (169,139), (170,140), (171,140), (172,140), (173,140), (174,140), (175,141), (175,141), (177,141), (178,141), (179,141), (180,141), (183,141), (185,141), (186,141), (187,141), (188,141), (189,141), (190,141), (191,141), (192,141), (193,141), (194,141), (195,141), (195,141), (196,141), (197,141), (197,140), (198,140), (199,140), (199,140), (200,139), (201,139), (202,138), (202,138), (203,137), (204,136), (204,135), (205,135), (205,134), (206,134), (206,133), (207,132), (208,132), (208,131), (209,131), (209,130), (209,130), (210,129), (210,128), (211,128), (211,127), (212,127), (212,126), (213,126), (213,125), (214,125), (214,124), (215,123), (215,123), (215,122), (216,122), (216,121), (216,121), (217,120), (217,120), (217,120), (217,119), (217,119), (218,119), (218,118), (218,118), (218,117), (218,117), (218,117), (218,117), (219,117), (219,116), (219,116), (219,116), (219,115), (219,115), (219,115), (219,114), (219,114), (219,114), (219,114), (219,113), (219,113), (219,113), (219,113), (219,113), (219,113), (219,112), (219,112), (219,112), (219,112), (219,112), (219,112), (219,112), (219,112), (218,112), (218,112), (218,112), (217,112), (216,112), (215,112), (214,112), (213,112), (212,112), (210,113), (209,114), (206,114), (205,115), (203,116), (201,117), (199,118), (197,119), (196,119), (194,120), (193,121), (192,122), (191,122), (188,123), (187,123), (186,124), (185,124), (184,124), (184,125), (183,125), (182,125), (181,125), (180,125), (180,125), (179,125), (178,125), (177,125), (176,125), (174,125), (173,125), (171,125), (170,125), (169,125), (169,125), (168,126), (167,126), (167,126), (166,126), (166,126), (165,126), (165,126), (165,127), (165,127), (164,127), (164,127), (163,127), (163,127), (162,127), (162,127), (161,127), (160,128), (160,128), (159,128), (159,128), (158,128), (158,129), (158,129), (158,129), (157,129)]"
4511,/vr_no/3_colour.jpeg,"(161,122)","[(184,41), (187,37), (187,37), (188,33), (189,31), (190,30), (191,28), (191,28), (192,27), (192,27), (193,27), (193,26), (194,26), (194,26), (194,26), (195,26), (195,26), (195,26), (195,26), (195,26), (195,26), (195,26), (195,26), (195,27), (195,27), (195,28), (195,28), (193,30), (193,30), (192,34), (190,38), (188,41), (187,44), (185,48), (184,51), (182,56), (180,60), (178,66), (176,70), (175,74), (173,80), (171,83), (170,88), (168,92), (167,93), (166,97), (165,101), (164,103), (163,105), (162,110), (161,111), (161,112), (161,113), (161,114), (160,114), (160,114), (160,115), (160,115), (160,115), (160,115), (160,115), (160,115), (160,116), (160,116), (160,116), (160,116), (160,117), (160,117), (160,117), (161,118), (161,119), (161,120), (161,121), (161,121), (161,122), (161,122), (161,122), (161,122)]"
4512,/mugs_oc/3_colour.jpeg,"(141,115)","[(151,25), (149,26), (148,27), (146,27), (144,28), (143,29), (141,30), (139,30), (138,31), (136,32), (135,32), (134,33), (132,34), (131,34), (129,35), (128,36), (127,36), (126,36), (125,37), (124,37), (123,38), (123,38), (122,38), (121,39), (120,39), (119,39), (119,40), (118,40), (117,40), (117,41), (115,41), (114,41), (114,42), (113,42), (112,42), (111,43), (110,43), (109,43), (108,44), (107,44), (106,45), (105,45), (104,45), (103,46), (102,46), (101,46), (101,47), (100,47), (100,47), (99,47), (98,48), (98,48), (97,48), (97,49), (96,49), (96,49), (95,49), (95,50), (94,50), (94,50), (94,50), (93,50), (92,50), (92,50), (91,51), (91,51), (90,51), (89,52), (89,52), (88,52), (88,52), (88,52), (88,52), (87,53), (87,53), (87,53), (86,53), (86,53), (86,53), (86,53), (86,53), (86,54), (86,54), (85,54), (85,55), (85,56), (85,57), (85,57), (85,58), (85,59), (85,60), (85,62), (85,63), (85,64), (85,65), (85,66), (85,67), (85,68), (85,69), (85,71), (85,72), (86,74), (86,75), (86,76), (87,77), (87,79), (87,80), (88,81), (88,82), (89,84), (90,86), (91,88), (91,89), (92,90), (92,91), (93,92), (93,94), (94,94), (94,95), (95,96), (95,97), (96,98), (97,99), (97,99), (98,100), (99,101), (100,101), (100,102), (101,103), (102,103), (103,104), (104,104), (106,105), (106,106), (107,106), (108,106), (108,106), (109,107), (109,107), (110,108), (110,108), (111,108), (111,108), (111,109), (112,109), (112,109), (113,110), (113,110), (113,110), (113,110), (114,111), (114,111), (115,111), (115,112), (116,112), (116,112), (117,112), (117,113), (118,113), (118,113), (119,113), (119,114), (119,114), (120,114), (120,114), (121,114), (121,114), (121,114), (122,114), (122,114), (123,114), (123,115), (124,115), (124,115), (125,115), (126,115), (127,115), (127,115), (128,115), (129,115), (130,115), (130,115), (130,115), (131,115), (131,115), (131,115), (131,115), (131,115), (131,115), (132,115), (132,115), (132,115), (132,115), (133,115), (133,115), (134,115), (134,115), (135,115), (135,115), (136,115), (136,115), (137,115), (137,115), (137,115), (138,115), (138,115), (138,115), (138,115), (138,115), (139,115), (139,115), (139,115), (139,115), (139,115), (139,115), (140,115), (140,115), (140,115), (140,115), (141,115), (141,115), (141,115), (141,115), (141,115)]"
4513,/head_gear_oc/2_colour.jpeg,"(167,115)","[(142,115), (142,115), (142,115), (142,115), (143,115), (143,115), (144,115), (145,115), (145,115), (146,115), (147,115), (147,115), (148,115), (148,115), (150,115), (150,115), (151,115), (151,116), (153,116), (153,116), (154,116), (154,116), (155,116), (156,116), (156,116), (157,116), (157,116), (158,116), (158,116), (159,116), (159,116), (159,116), (159,116), (160,116), (160,116), (160,116), (160,116), (161,116), (161,116), (161,116), (162,116), (162,116), (162,116), (163,116), (163,116), (163,116), (163,116), (163,116), (163,116), (164,116), (164,116), (164,116), (164,116), (164,116), (164,116), (164,116), (164,116), (165,116), (165,116), (165,116), (165,116), (165,116), (165,116), (166,116), (166,116), (166,115), (166,115), (166,115), (167,115), (167,115), (167,115), (167,115), (167,115), (167,115), (167,115), (167,115)]"
4514,/mugs_no/2_colour.jpeg,"(166,130)","[(277,9), (277,9), (277,9), (277,9), (277,9), (277,10), (276,10), (276,11), (276,12), (276,12), (275,13), (275,14), (275,14), (275,14), (275,14), (275,15), (275,15), (275,15), (275,15), (275,15), (274,15), (274,16), (274,16), (274,16), (273,17), (273,17), (273,18), (272,19), (272,20), (271,21), (270,22), (270,23), (269,24), (268,26), (267,28), (266,29), (265,30), (264,32), (262,35), (260,37), (259,39), (258,40), (257,42), (256,43), (255,45), (254,46), (254,47), (252,48), (252,49), (251,51), (250,52), (249,53), (248,54), (248,56), (247,57), (246,58), (245,59), (245,60), (244,63), (243,65), (242,66), (241,67), (241,69), (240,70), (239,72), (238,74), (236,76), (236,77), (234,79), (233,81), (231,83), (230,85), (228,88), (227,90), (225,92), (223,95), (222,96), (220,98), (219,100), (217,102), (216,105), (214,107), (211,110), (210,112), (208,113), (207,114), (206,116), (204,117), (203,118), (201,118), (200,120), (199,120), (197,121), (196,122), (194,123), (192,123), (191,124), (189,125), (188,125), (186,126), (185,126), (184,126), (183,127), (182,127), (179,128), (178,128), (177,129), (176,129), (175,129), (175,129), (174,129), (173,129), (172,129), (172,129), (171,129), (170,129), (170,129), (169,129), (169,129), (168,130), (168,130), (168,130), (167,130), (167,130), (167,130), (166,130), (166,130), (166,130), (166,130), (166,130), (166,130)]"
4515,/reading_oc/2_colour.jpeg,"(217,142)","[(298,46), (298,46), (296,48), (296,48), (292,53), (290,54), (288,56), (286,59), (283,61), (281,64), (277,67), (276,68), (272,72), (271,72), (269,75), (266,77), (265,78), (262,81), (260,83), (259,85), (257,87), (255,90), (253,92), (252,94), (249,99), (247,102), (245,104), (243,106), (241,109), (240,110), (239,112), (238,114), (236,116), (235,117), (234,119), (233,121), (232,122), (231,123), (231,124), (230,125), (229,127), (229,127), (229,128), (228,128), (228,129), (228,130), (228,130), (228,130), (228,131), (228,131), (228,131), (228,131), (228,131), (228,131), (228,131), (228,132), (228,133), (227,133), (227,133), (227,134), (227,135), (227,135), (227,136), (226,136), (226,137), (226,137), (226,138), (225,139), (225,139), (225,139), (225,140), (224,140), (224,140), (224,140), (224,140), (224,140), (224,140), (223,140), (223,140), (223,140), (223,141), (222,141), (222,141), (221,141), (221,141), (221,141), (220,141), (220,141), (219,141), (219,141), (218,141), (218,141), (218,141), (217,141), (217,141), (217,142), (217,142), (217,142)]"
4516,/wash_oc/1_colour.jpeg,"(161,129)","[(267,24), (267,24), (266,24), (266,24), (265,26), (264,28), (262,30), (260,33), (258,37), (255,41), (251,47), (247,52), (243,58), (239,65), (235,72), (232,77), (228,83), (225,88), (223,90), (220,95), (218,98), (216,101), (213,106), (211,108), (210,110), (209,111), (207,112), (206,113), (206,114), (205,114), (204,115), (204,115), (203,115), (203,116), (202,116), (202,116), (202,116), (202,116), (202,116), (201,116), (201,116), (201,116), (200,116), (199,116), (197,116), (196,116), (195,116), (194,116), (192,116), (191,116), (190,116), (189,116), (187,116), (186,116), (184,116), (183,116), (182,117), (180,117), (179,117), (178,118), (176,119), (175,119), (173,120), (172,121), (171,122), (170,123), (169,123), (168,124), (167,125), (167,126), (166,126), (166,126), (166,127), (166,127), (166,127), (165,127), (165,127), (165,127), (165,127), (165,127), (165,127), (164,127), (164,127), (164,127), (164,127), (163,127), (163,127), (163,127), (163,127), (163,127), (162,127), (162,127), (162,127), (162,127), (162,127), (162,127), (162,127), (162,127), (161,127), (161,127), (161,127), (161,127), (161,127), (161,127), (161,127), (161,127), (160,127), (160,127), (160,127), (160,127), (160,127), (160,127), (160,128), (160,128), (160,128), (159,128), (159,128), (159,128), (159,128), (159,128), (159,128), (159,128), (159,128), (159,129), (159,129), (160,129), (160,129), (160,129), (160,129), (160,129), (160,129), (160,129), (160,129), (161,129), (161,129), (161,129), (161,129), (161,129), (161,129), (161,129), (161,129), (161,129), (161,129)]"
4517,/food_no/1_colour.jpeg,"(134,129)","[(128,0), (128,0), (128,0), (128,0), (129,2), (130,3), (130,6), (131,8), (131,10), (132,13), (132,16), (133,20), (133,22), (133,25), (133,28), (133,33), (133,36), (133,38), (133,42), (133,45), (133,51), (133,53), (133,56), (133,58), (133,60), (133,61), (133,63), (133,64), (133,64), (133,65), (133,66), (133,67), (133,67), (133,68), (133,68), (133,68), (133,69), (133,69), (133,70), (133,70), (133,70), (133,70), (133,72), (133,73), (133,74), (133,76), (133,77), (133,79), (133,81), (133,84), (133,86), (133,89), (133,95), (133,96), (133,99), (133,102), (133,104), (133,107), (133,109), (133,112), (133,114), (133,115), (133,117), (133,119), (133,120), (133,121), (133,124), (133,125), (133,126), (133,126), (133,127), (133,127), (134,128), (134,128), (134,128), (134,129), (134,129), (134,129), (134,129)]"
4518,/wash_oc/3_colour.jpeg,"(175,133)","[(299,20), (299,20), (296,23), (296,23), (292,26), (292,26), (286,33), (282,36), (282,36), (279,39), (271,45), (267,48), (263,51), (257,54), (251,57), (246,60), (240,63), (235,65), (230,68), (225,71), (221,73), (215,76), (211,78), (205,80), (201,83), (197,84), (194,86), (191,87), (188,88), (185,91), (183,92), (181,93), (180,95), (178,96), (176,99), (175,100), (174,101), (174,102), (173,103), (173,104), (173,106), (172,107), (172,108), (172,109), (172,110), (172,112), (172,113), (172,114), (172,115), (172,117), (172,118), (172,119), (172,120), (173,120), (174,121), (174,122), (175,122), (176,123), (177,123), (177,123), (178,124), (178,124), (178,124), (179,124), (179,124), (179,124), (179,124), (179,125), (179,125), (179,125), (179,125), (179,126), (179,126), (179,126), (178,127), (178,127), (177,128), (177,129), (177,130), (176,130), (176,131), (176,132), (175,132), (175,132), (175,133), (175,133), (175,133), (175,133), (175,133)]"
4519,/shooters_oc/1_colour.jpeg,"(160,136)","[(299,71), (299,71), (295,73), (295,73), (293,73), (293,73), (290,75), (288,75), (284,77), (280,78), (276,78), (274,79), (267,81), (265,82), (262,83), (258,85), (255,86), (252,88), (249,89), (246,91), (242,93), (239,94), (237,95), (234,97), (231,98), (228,100), (226,101), (224,103), (222,104), (221,106), (219,107), (217,108), (215,111), (214,112), (212,114), (211,115), (211,116), (209,118), (208,120), (207,121), (206,123), (205,124), (204,125), (203,127), (202,128), (201,129), (200,130), (199,131), (199,132), (198,132), (197,133), (196,133), (195,134), (194,134), (194,134), (193,135), (191,135), (190,135), (189,136), (187,136), (186,136), (185,136), (184,136), (182,136), (180,136), (179,136), (177,136), (176,136), (175,136), (174,136), (173,136), (173,136), (172,136), (171,136), (171,136), (170,136), (170,136), (170,136), (170,136), (169,136), (169,136), (169,136), (169,136), (169,136), (169,136), (168,136), (168,136), (168,136), (168,136), (168,136), (168,136), (167,136), (167,136), (167,136), (167,136), (166,136), (166,136), (165,136), (165,136), (164,136), (163,136), (163,136), (162,136), (162,136), (162,136), (162,136), (161,136), (161,136), (161,136), (161,136), (161,136), (161,136), (161,136), (161,136), (160,136), (160,136), (160,136), (160,136)]"
4520,/mugs_oc/1_colour.jpeg,"(173,92)","[(289,25), (288,25), (287,26), (286,27), (285,27), (284,28), (282,28), (281,29), (280,29), (279,30), (278,30), (277,31), (275,31), (274,31), (274,32), (273,32), (272,32), (271,32), (270,33), (270,33), (269,33), (269,33), (268,33), (268,34), (268,34), (267,34), (266,34), (266,34), (265,34), (265,34), (263,35), (263,35), (256,38), (255,38), (252,40), (249,42), (245,44), (241,46), (240,47), (236,50), (235,51), (230,54), (228,55), (225,57), (223,58), (218,60), (217,61), (214,62), (211,63), (208,65), (206,66), (204,67), (203,67), (200,68), (197,70), (196,71), (194,72), (193,73), (191,74), (190,75), (189,75), (188,77), (186,77), (185,78), (184,80), (183,81), (182,81), (181,82), (181,83), (180,84), (179,84), (179,85), (178,85), (178,86), (178,86), (178,87), (177,87), (177,87), (177,88), (177,89), (176,89), (176,89), (176,89), (176,90), (176,90), (176,90), (176,90), (175,91), (175,91), (175,91), (175,92), (174,92), (174,92), (174,92), (174,93), (174,93), (174,93), (173,93), (173,93), (173,94), (173,94), (173,94), (173,94), (173,93), (173,93), (173,93), (173,93), (173,93), (173,93), (173,93), (173,93), (173,92), (173,92), (173,92), (173,92), (173,92), (173,92)]"
4521,/head_gear_oc/1_colour.jpeg,"(170,114)","[(207,167), (207,167), (194,150), (194,150), (183,135), (183,135), (172,119), (168,113), (159,101), (151,90), (147,83), (144,80), (140,75), (137,71), (135,68), (133,66), (132,64), (131,63), (130,63), (130,63), (130,63), (130,63), (130,63), (129,63), (129,63), (129,63), (129,63), (129,64), (129,64), (129,66), (129,66), (129,68), (129,70), (130,72), (131,75), (133,78), (135,82), (139,86), (143,91), (147,95), (151,100), (155,104), (159,108), (160,109), (163,112), (166,115), (168,116), (169,118), (170,119), (171,120), (171,120), (172,121), (172,121), (172,121), (173,122), (173,123), (173,123), (173,123), (173,123), (173,123), (173,123), (173,123), (173,123), (173,123), (173,123), (172,122), (172,122), (172,122), (172,122), (172,122), (172,121), (172,121), (172,121), (172,121), (171,121), (171,120), (171,120), (171,120), (171,120), (171,119), (171,119), (171,119), (171,119), (171,119), (171,119), (171,119), (171,118), (171,118), (171,118), (171,118), (171,118), (171,118), (171,118), (171,117), (171,117), (171,117), (171,117), (171,117), (171,117), (171,117), (171,117), (170,116), (170,116), (170,116), (170,116), (170,116), (170,116), (170,116), (170,116), (170,115), (170,115), (170,115), (170,115), (170,115), (170,115), (170,115), (170,115), (170,114), (170,114), (170,114), (170,114), (170,114), (170,114), (170,114), (170,114)]"
4522,/academic_book_no/3_colour.jpeg,"(98,107)","[(136,168), (136,168), (134,166), (134,166), (132,165), (132,165), (130,164), (129,162), (127,161), (125,160), (124,159), (122,158), (121,157), (120,156), (117,154), (117,153), (116,153), (116,152), (115,151), (114,150), (114,149), (113,148), (113,147), (112,145), (111,143), (111,142), (111,140), (110,138), (109,136), (108,134), (108,132), (108,130), (107,127), (107,126), (106,124), (106,123), (106,121), (106,120), (105,118), (105,117), (105,116), (105,115), (104,115), (104,114), (104,114), (104,114), (104,113), (103,113), (103,113), (103,113), (103,113), (103,113), (103,113), (103,113), (103,113), (103,113), (103,113), (102,113), (102,112), (102,112), (102,112), (101,111), (101,111), (100,110), (100,110), (100,110), (100,110), (99,109), (99,109), (99,109), (99,109), (99,108), (99,108), (98,108), (98,108), (98,108), (98,108), (98,107), (98,107)]"
4523,/head_gear_oc/3_colour.jpeg,"(169,113)","[(159,168), (159,168), (155,163), (155,163), (153,160), (153,160), (150,156), (148,155), (147,152), (144,150), (143,149), (141,147), (140,146), (138,145), (138,144), (137,143), (136,141), (136,140), (135,138), (135,137), (134,135), (134,134), (134,132), (134,130), (134,127), (134,126), (134,125), (134,124), (134,124), (134,123), (134,123), (134,123), (134,123), (134,122), (134,122), (135,121), (135,121), (136,121), (137,121), (138,120), (139,120), (140,119), (141,119), (142,119), (143,119), (144,119), (145,119), (146,119), (147,119), (148,119), (149,119), (150,119), (150,120), (151,120), (151,121), (152,122), (153,122), (153,123), (154,124), (154,124), (155,125), (155,126), (156,127), (156,127), (156,128), (157,128), (157,128), (157,129), (158,129), (158,129), (158,129), (158,129), (158,129), (158,129), (158,129), (159,129), (159,129), (159,129), (159,129), (159,129), (160,129), (160,129), (160,129), (160,129), (160,129), (160,129), (161,129), (161,129), (161,129), (161,129), (161,129), (161,129), (161,128), (161,128), (161,128), (161,128), (161,128), (161,127), (161,126), (161,125), (162,125), (162,124), (162,123), (162,122), (163,122), (163,121), (163,121), (163,120), (163,119), (163,119), (163,119), (163,119), (163,118), (163,118), (163,118), (163,118), (163,118), (163,118), (163,118), (163,117), (163,117), (163,117), (163,117), (164,117), (164,117), (164,117), (164,117), (164,116), (164,116), (164,116), (165,116), (165,116), (165,116), (165,116), (165,116), (165,115), (165,115), (165,115), (165,115), (165,115), (165,115), (165,115), (165,115), (165,115), (165,115), (165,115), (165,115), (165,114), (165,114), (166,114), (166,114), (166,114), (166,114), (166,114), (166,114), (166,114), (166,114), (166,113), (166,113), (166,113), (166,113), (167,113), (167,113), (167,113), (167,113), (167,113), (167,113), (167,113), (168,113), (168,113), (168,113), (168,113), (168,113), (168,113), (169,113), (169,113), (169,113), (169,113), (169,113), (169,113), (169,113), (169,113)]"
4524,/reading_no/1_colour.jpeg,"(164,129)","[(180,164), (180,164), (180,161), (180,161), (179,157), (179,155), (179,153), (179,151), (179,150), (179,149), (178,148), (178,147), (178,147), (178,146), (178,146), (178,146), (178,146), (178,146), (178,146), (178,146), (178,146), (178,146), (178,146), (177,145), (177,145), (177,145), (176,145), (176,144), (176,144), (175,144), (175,143), (174,143), (174,143), (174,143), (173,142), (172,142), (172,141), (171,141), (170,141), (170,140), (169,140), (169,139), (168,139), (168,138), (167,138), (167,137), (167,136), (166,136), (165,134), (165,133), (165,132), (164,131), (164,131), (164,131), (164,131), (164,130), (164,130), (164,130), (164,130), (164,129), (164,129)]"
4525,/vr_oc/2_colour.jpeg,"(164,125)","[(178,166), (178,166), (176,159), (176,159), (174,153), (174,153), (171,148), (169,141), (167,136), (166,132), (164,127), (163,125), (162,122), (161,119), (160,116), (159,113), (158,112), (157,109), (157,108), (157,107), (156,106), (156,105), (156,105), (156,104), (156,104), (156,103), (156,103), (156,104), (156,104), (156,104), (156,104), (156,104), (156,104), (156,104), (156,105), (156,106), (156,107), (158,110), (158,111), (159,114), (160,115), (160,117), (161,119), (162,121), (162,124), (162,125), (163,127), (163,128), (164,128), (164,129), (164,129), (164,129), (164,130), (164,130), (164,130), (164,130), (164,130), (164,130), (164,129), (164,129), (164,129), (164,129), (164,129), (164,129), (164,128), (164,128), (164,128), (164,128), (164,128), (164,127), (164,127), (164,127), (164,127), (164,126), (164,126), (164,125), (164,125), (164,125), (164,125), (164,125), (164,125)]"
4526,/mugs_no/3_colour.jpeg,"(166,128)","[(179,166), (179,166), (178,162), (178,162), (178,160), (178,160), (177,157), (177,157), (176,151), (176,149), (175,147), (175,145), (174,144), (174,143), (174,142), (174,141), (173,140), (173,139), (173,139), (173,138), (173,137), (172,136), (172,135), (172,134), (172,133), (171,133), (171,132), (171,132), (171,132), (171,131), (171,131), (171,131), (171,131), (171,131), (171,131), (170,131), (170,131), (170,131), (170,131), (170,131), (170,131), (170,131), (170,131), (169,131), (169,131), (169,131), (169,131), (169,131), (169,131), (169,131), (169,131), (169,131), (169,131), (168,130), (168,130), (168,130), (168,130), (168,130), (168,130), (168,130), (168,130), (168,130), (168,130), (168,130), (168,130), (167,130), (167,129), (167,129), (167,129), (167,129), (167,129), (167,129), (167,129), (167,129), (167,129), (167,129), (166,128), (166,128)]"
4527,/academic_book_oc/3_colour.jpeg,"(132,126)","[(132,126)]"
4528,/tech_oc/3_colour.jpeg,"(202,115)","[(202,115)]"
4529,/statues_no/2_colour.jpeg,"(239,110)","[(239,110)]"
4530,/mugs_no/1_colour.jpeg,"(162,131)","[(162,131)]"
4531,/shooters_no/1_colour.jpeg,"(162,136)","[(162,136)]"
4532,/head_gear_no/3_colour.jpeg,"(249,127)","[(249,127)]"
4533,/shooters_oc/2_colour.jpeg,"(164,134)","[(164,134)]"
4534,/statues_oc/2_colour.jpeg,"(160,111)","[(160,111)]"
4535,/souvenirs_no/2_colour.jpeg,"(176,102)","[(176,102)]"
4536,/statues_no/4_colour.jpeg,"(156,125)","[(156,125)]"
4537,/wash_no/1_colour.jpeg,"(165,127)","[(165,127)]"
4538,/academic_book_no/2_colour.jpeg,"(160,91)","[(160,91)]"
4539,/mugs_oc2/2_colour.jpeg,"(168,99)","[(168,99)]"
4540,/food_oc/2_colour.jpeg,"(81,142)","[(81,142)]"
4541,/footwear_no/3_colour.jpeg,"(241,126)","[(241,126)]"
4542,/souvenirs_no/4_colour.jpeg,"(152,110)","[(152,110)]"
4543,/tech_no/3_colour.jpeg,"(84,127)","[(84,127)]"
4544,/reading_oc/1_colour.jpeg,"(170,130)","[(170,130)]"
4545,/academic_book_no/1_colour.jpeg,"(167,104)","[(167,104)]"
4546,/lp_book_oc/3_colour.jpeg,"(263,23)","[(263,23)]"
4547,/footwear_oc/1_colour.jpeg,"(154,121)","[(166,166), (162,154), (161,151), (161,146), (161,144), (161,140), (161,136), (161,133), (160,130), (160,129), (160,128), (156,127), (154,127), (153,127), (152,127), (150,127), (150,124), (150,123), (150,122), (151,121), (152,121), (154,121)]"
4548,/mugs_oc2/1_colour.jpeg,"(174,135)","[(150,108), (149,108), (148,108), (146,108), (145,108), (141,108), (138,108), (136,108), (134,108), (132,108), (131,108), (130,108), (124,110), (120,111), (116,113), (112,114), (108,114), (98,120), (87,124), (76,127), (65,131), (55,137), (46,140), (40,143), (36,146), (31,149), (27,154), (23,157), (19,161), (16,164), (12,168), (196,165), (197,156), (197,148), (197,140), (197,132), (197,126), (197,122), (197,119), (197,116), (193,112), (188,108), (181,103), (176,101), (172,100), (166,98), (164,97), (158,97), (152,97), (140,97), (125,97), (112,97), (95,97), (89,97), (81,97), (74,97), (64,97), (56,97), (46,97), (42,97), (37,98), (36,98), (38,98), (39,98), (40,98), (46,97), (56,94), (67,92), (74,90), (85,88), (94,86), (102,86), (110,85), (115,84), (122,84), (126,84), (138,84), (140,84), (150,84), (154,84), (156,84), (158,84), (159,84), (160,84), (161,85), (164,86), (164,87), (165,88), (166,88), (166,90), (166,91), (166,92), (166,93), (166,94), (166,96), (166,97), (166,98), (166,100), (166,102), (166,105), (166,106), (166,108), (165,109), (165,110), (164,110), (164,111), (164,112), (163,114), (162,116), (160,119), (160,120), (158,123), (158,124), (158,125), (158,126), (158,128), (158,130), (158,132), (158,133), (158,134), (157,135), (156,136), (156,137), (156,138), (155,140), (155,141), (154,142), (154,143), (154,144), (153,146), (152,147), (152,150), (150,151), (149,152), (148,155), (146,158), (144,160), (142,162), (139,167), (97,168), (110,158), (115,154), (120,149), (124,144), (127,143), (130,142), (130,141), (130,140), (133,140), (136,140), (142,140), (145,139), (148,139), (149,139), (150,139), (151,139), (152,139), (154,139), (155,139), (156,139), (165,137), (170,136), (173,135), (174,135)]"
4549,/statues_oc/1_colour.jpeg,"(162,92)","[(161,152), (156,152), (145,152), (138,152), (124,152), (114,152), (102,152), (92,152), (80,152), (72,152), (64,152), (60,152), (56,152), (53,152), (50,152), (44,150), (42,150), (38,150), (35,149), (34,149), (32,148), (31,146), (30,145), (30,144), (30,143), (30,140), (30,139), (30,136), (30,132), (30,131), (30,130), (30,128), (30,126), (32,121), (32,120), (32,118), (35,116), (37,114), (40,112), (42,108), (45,107), (48,106), (50,104), (52,102), (53,102), (54,101), (55,100), (58,100), (60,98), (63,96), (64,96), (66,96), (68,96), (68,95), (70,95), (71,95), (72,95), (73,95), (76,95), (82,95), (88,95), (98,95), (112,95), (118,95), (122,95), (124,95), (129,96), (135,96), (140,98), (142,98), (143,98), (144,99), (146,99), (148,100), (150,102), (152,102), (153,104), (154,104), (156,104), (157,105), (157,106), (158,108), (158,109), (158,112), (156,116), (151,118), (142,122), (134,122), (132,124), (131,124), (128,125), (128,126), (130,126), (131,126), (132,126), (134,126), (135,126), (136,126), (138,126), (139,126), (140,126), (142,126), (143,126), (144,126), (145,126), (146,126), (148,125), (150,124), (152,119), (153,118), (153,114), (154,112), (154,111), (153,108), (152,107), (152,104), (152,103), (152,100), (152,98), (152,96), (152,95), (154,94), (155,93), (156,92), (157,92), (158,92), (160,92), (161,92), (162,92)]"
